DTG,RTT
1426291216723,247
1426291216952,223
1426291217198,215
1426291217459,223
1426291217786,296
1426291217958,216
1426291218218,223
1426291218465,219
1426291218719,221
1426291218961,212
1426291219217,215
1426291219472,217
1426291219733,227
1426291219975,214
1426291220238,223
1426291220489,219
1426291220788,265
1426291220999,221
1426291221248,219
1426291221496,212
1426291221756,220
1426291222007,217
1426291222258,218
1426291222511,219
1426291222772,230
1426291223015,222
1426291223277,230
1426291223518,220
1426291223788,240
1426291224025,222
1426291224273,216
1426291224538,229
1426291224786,225
1426291225029,215
1426291225282,217
1426291225538,223
1426291225794,226
1426291226044,223
1426291226293,217
1426291226554,228
1426291226820,239
1426291227050,219
