DTG,RTT
1426360283284,102
1426360283532,98
1426360283788,101
1426360284042,101
1426360284296,100
1426360284552,101
1426360284810,104
1426360285075,116
1426360285308,98
1426360285564,101
1426360285816,100
1426360286072,102
1426360286333,109
1426360286579,105
1426360286834,105
1426360287084,100
1426360287338,101
1426360287601,110
1426360287846,100
1426360288108,107
1426360288361,106
1426360288614,104
1426360288863,100
1426360289119,101
1426360289371,100
1426360289627,104
1426360289875,100
1426360290131,101
1426360290379,98
1426360290639,105
1426360290884,98
1426360291137,101
1426360291389,98
1426360291645,99
1426360291901,100
1426360292155,101
1426360292409,103
1426360292657,100
1426360292909,100
1426360293164,100
1426360293415,100
1426360293668,101
1426360293914,96
1426360294172,102
1426360294421,99
1426360294674,101
1426360294932,104
1426360295182,101
1426360295432,100
1426360295682,99
1426360295934,99
1426360296184,97
1426360296438,101
1426360296692,100
1426360296948,101
1426360297202,101
1426360297456,102
1426360297710,101
1426360297962,99
1426360298219,101
1426360298471,98
1426360298726,100
1426360298980,99
1426360299233,101
1426360299486,100
1426360299738,99
1426360299991,101
1426360300246,101
1426360300498,103
1426360300749,100
1426360301004,101
1426360301279,125
1426360301508,102
1426360301758,99
1426360302008,99
1426360302262,99
1426360302514,100
1426360302765,101
1426360303017,102
